name,ra1,ra2,ra3,dec1,dec2,dec3,vmag
HIP 48390 ,9,51,53.0246,+24,23,44.857,5.29
HIP 26868 ,5,42,15.1909,-34,40,4.572,5.29
HIP 11486 ,2,28,9.9903,+29,40,10.338,5.29
HIP 8209  ,1,45,38.6544,-25,3,8.763,5.29
HIP 9312  ,1,59,37.9895,+64,37,17.9,5.29
HIP 33316 ,6,55,46.9299,-22,56,29.218,5.29
HIP 983   ,0,12,9.9489,-17,56,17.584,5.29
HIP 37704 ,7,44,6.9234,+25,47,3.158,5.3
HIP 49809 ,10,10,5.9595,-12,48,56.368,5.3
HIP 103511,20,58,16.3528,+22,19,33.303,5.3
HIP 100541,20,23,10.7094,+05,20,35.079,5.3
HIP 43305 ,8,49,21.7377,-3,26,34.694,5.3
HIP 107151,21,42,15.445,+05,40,48.545,5.3
HIP 34802 ,7,12,15.8211,-40,29,55.602,5.3
HIP 117730,23,52,37.1178,+10,56,50.382,5.3
HIP 103569,20,59,4.5429,+04,17,37.848,5.3
HIP 12225 ,2,37,24.2649,-52,32,35.118,5.3
HIP 116820,23,40,38.2121,-32,4,22.782,5.3
HIP 89773 ,18,19,10.6746,+24,26,45.766,5.3
HIP 23467 ,5,2,43.0049,-71,18,51.574,5.3
HIP 45290 ,9,13,48.2299,+43,13,4.485,5.3
HIP 47479 ,9,40,42.6026,-57,59,0.858,5.3
HIP 21914 ,4,42,46.4565,-50,28,53.105,5.3
HIP 39780 ,8,7,45.8412,+21,34,55.126,5.3
HIP 96808 ,19,40,43.3412,-16,17,35.324,5.3
HIP 12489 ,2,40,41.0332,+27,3,39.633,5.3
HIP 32411 ,6,45,59.4012,-14,47,45.904,5.3
HIP 99951 ,20,16,47.0766,+24,40,16.112,5.3
HIP 21928 ,4,42,54.2989,+43,21,54.952,5.3
HIP 16499 ,3,32,26.3041,+46,3,25.356,5.3
HIP 114200,23,7,39.2776,+46,23,14.293,5.3
HIP 85084 ,17,23,21.5909,-28,8,33.937,5.3
HIP 105942,21,27,21.3642,+37,7,0.451,5.3
HIP 98421 ,19,59,51.28,-34,41,51.472,5.3
HIP 56034 ,11,29,4.1625,+39,20,12.992,5.3
HIP 3231  ,0,41,7.1954,+39,27,31.217,5.3
HIP 38962 ,7,58,20.7477,+02,13,28.292,5.3
HIP 104365,21,8,33.6129,-21,11,36.691,5.3
